Id_pagina_ex;links;Qtd
93;https://vivabem.uol.com.br;1
93;https://www.uol.com.br/vivabem/saude/coronavirus;1
93;https://www.uol.com.br/vivabem/alimentacao/;1
93;https://www.uol.com.br/vivabem/equilibrio/;1
93;https://www.uol.com.br/vivabem/longevidade/;1
93;https://www.uol.com.br/vivabem/movimento/;1
93;https://www.uol.com.br/vivabem/saude/;1
93;https://noticias.uol.com.br/newsletters?viva-bem;1
93;https://www.uol.com.br/vivabem/blogs-e-colunas/;1
93;https://www.uol.com.br/vivabem/videos;1
93;https://www.uol.com.br/vivabem/ultimas;1
93;https://med.uol.com.br/#como-funciona?utm_source=uol.com.br&utm_medium=vivabem-comofunciona&utm_campaign=menu-viva-bem_como-funciona&utm_term=como-funciona-uolmed&utm_content=menu-vivabem-como-funciona-uolmed;1
93;https://med.uol.com.br/atendimento?utm_source=uol.com.br&utm_medium=vivabem-atendimento&utm_campaign=menu-viva-bem_atendimento&utm_term=atendimento-uolmed&utm_content=menu-vivabem-atendimento-uolmed;1
93;https://med.uol.com.br/farmacias?utm_source=uol.com.br&utm_medium=vivabem-farmacias&utm_campaign=menu-viva-bem_farmacias&utm_term=farmacias-uolmed&utm_content=menu-vivabem-farmacias-uolmed;1
93;https://med.uol.com.br/#planos?utm_source=uol.com.br&utm_medium=vivabem-planos&utm_campaign=menu-viva-bem_planos&utm_term=planos-uolmed&utm_content=menu-vivabem-planos-uolmed;1
93;https://tilt.uol.com.br;1
93;https://www.uol.com.br/tilt/fique-por-dentro;1
93;https://www.uol.com.br/tilt/tec-a-seu-favor;1
93;https://www.uol.com.br/tilt/novos-habitos;1
93;https://www.uol.com.br/tilt/papo-cabeca;1
93;https://www.uol.com.br/tilt/ficcao-cientifica;1
93;https://www.uol.com.br/tilt/blogs-e-colunas;1
93;https://www.uol.com.br/tilt/videos/ultimos;1
93;https://www.uol.com.br/tilt/ultimas;1
93;https://www.uol.com.br/nossa/;1
93;https://uol.com.br/nossa/casa;1
93;https://uol.com.br/nossa/cozinha;1
93;https://uol.com.br/nossa/viagem;1
93;https://uol.com.br/nossa/moda;1
93;https://www.uol.com.br/nossa/temporadas/;1
93;https://uol.com.br/nossa/reportagens-especiais/ultimas/;1
93;https://www.uol.com.br/nossa/blogs-e-colunas/;1
93;https://uol.com.br/nossa/ultimas;1
93;https://start.uol.com.br;1
93;https://www.uol.com.br/start/reviews/;1
93;https://www.uol.com.br/start/esport/;1
93;https://www.uol.com.br/start/guia/;1
93;https://www.uol.com.br/start/curiosidades/;1
93;https://www.uol.com.br/start/videos;1
93;https://www.uol.com.br/start/blogs-e-colunas;1
93;https://www.uol.com.br/start/ultimas/;1
93;https://tab.uol.com.br;1
93;https://www1.folha.uol.com.br/equilibrioesaude/2020/07/ao-anunciar-teste-positivo-bolsonaro-volta-a-errar-sobre-cloroquina-e-cita-dados-sem-fonte.shtml;1
93;https://noticias.uol.com.br/politica/ultimas-noticias/2020/07/07/bolsonaro-diz-ter-tomado-3-dose-de-hidroxicloroquina-esta-dando-certo.htm;1
93;https://www.uol.com.br/ecoa/colunas/rodrigo-ratier/2020/07/07/sem-dados-bolsonaro-aposta-em-causos-para-justificar-cloroquina.htm;1
93;https://noticias.uol.com.br/politica/ultimas-noticias/2020/07/07/associacao-brasileira-de-imprensa-diz-que-bolsonaro-agiu-de-forma-criminosa.htm;1
93;https://www1.folha.uol.com.br/poder/2020/07/autoridades-e-politicos-desejam-melhoras-a-bolsonaro-oposicao-pede-reflexao-sobre-a-pandemia.shtml;1
93;https://noticias.uol.com.br/politica/ultimas-noticias/2020/07/07/politicos-jair-bolsonaro-coronavirus-testes-covid19-anuncio.htm;1
93;https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/07/07/coronavirus-covid-19-casos-mortos-7-julho.htm;1
93;https://www.uol.com.br/vivabem/noticias/redacao/2020/07/07/diretor-do-butantan-se-diz-otimista-com-disponibilizar-vacina-fim-do-ano.htm;1
93;https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/07/07/mandetta-diz-que-escondeu-projecoes-pessimistas-da-pandemia-nao-ajudava.htm;1
93;https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/07/07/olhem-agora-o-que-esta-acontecendo-no-brasil-e-em-outros-lugares-diz-trump.htm;1
93;https://www1.folha.uol.com.br/cotidiano/2020/07/moradores-de-rua-cobram-acoes-da-prefeitura-de-sp-contra-frio-e-covid-19.shtml;1
93;https://tvefamosos.uol.com.br/colunas/mauricio-stycer/2020/07/07/jn-nao-mostra-imagens-de-bolsonaro-e-critica-fala-do-presidente-sobre-covid.htm;1
93;https://www1.folha.uol.com.br/poder/2020/07/ministro-da-justica-requisita-inquerito-da-pf-para-investigar-artigo-de-colunista-da-folha.shtml;1
