Id_Ext_Dominio;ids;Url_pagina;Endereco_IP;Titulo_pagina;qtd_linhas_Pagina;Idioma_pagina;Data
74;92;https://www.google.com.br/;172.217.30.35;Google;13604;en;2020-07-07 23:14:47
