Id_Ext_Dominio;ids;Url_pagina;Endereco_IP;Titulo_pagina;qtd_linhas_Pagina;Idioma_pagina;Data
75;93;https://www.uol.com.br/;13.227.106.96;UOL - O melhor conteúdo;490815;pt;2020-07-07 23:15:40
